503642998832242689;Sun Aug 24 20:40:22 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503643329922215937;Sun Aug 24 20:41:41 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503643326990778368;Sun Aug 24 20:41:41 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/3dSmzb0rla |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643302915489795;Sun Aug 24 20:41:35 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/RXCRxVYRxC |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643323236904961;Sun Aug 24 20:41:40 +0000 2014;RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…;nbcbayarea, 
503643280400453633;Sun Aug 24 20:41:29 +0000 2014;RT @nataliealund: Hospital president: Critical child patient just airlifted from Queens to trauma center #napaearthquake @mercnews;napaearthquake, 
503643307684421632;Sun Aug 24 20:41:36 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/Gah6FTmPjd |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643317330903040;Sun Aug 24 20:41:38 +0000 2014;Captain Henry Gingersnaps has survived Napa Quake 2014 🍷... He awoke briefly during the night, but… http://t.co/DPigmMuXP6;
503643285572055042;Sun Aug 24 20:41:31 +0000 2014;RT @cnnbrk: California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea…;
503643293176332289;Sun Aug 24 20:41:32 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/zdfGRjH9oQ |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643297685200896;Sun Aug 24 20:41:34 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/UlhOmg8wiR |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643290307403776;Sun Aug 24 20:41:32 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/8CJZp02TnH |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643302147915777;Sun Aug 24 20:41:35 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/1ciLLP7pIJ |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643332015554560;Sun Aug 24 20:41:42 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/1wqL48wvuq |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643317855207424;Sun Aug 24 20:41:38 +0000 2014;RT @caseystegall: PHOTO: Quake damage in #Napa at Ranch Market store. Photo by @FoxNews crew, photo Tom W &amp; @ClaudiaCowan1 #napaquake http:…;Napa, napaquake, 
503643298918334465;Sun Aug 24 20:41:34 +0000 2014;RT @laura_nelson: Oh, California - this, via @vickydnguyen: Skaters find upside to #napaquake. Photo from #nbcbayarea's Jeremy Carroll http…;
503643304790360065;Sun Aug 24 20:41:35 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/wHRh15Wq4b |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643323844685825;Sun Aug 24 20:41:40 +0000 2014;RT @kron4news: RAW VIDEO: Schools Closed in Napa on Monday While Quake Damage Assessed http://t.co/EeZLeN99mY http://t.co/HoIOAx3yX4;
503643293880963072;Sun Aug 24 20:41:33 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/qjb4qGUys8 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643334938988544;Sun Aug 24 20:41:42 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/5fQKjrEhTt |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643318560239616;Sun Aug 24 20:41:39 +0000 2014;RT @sashaalexander: My thoughts w/ everyone involved in #napaearthquake. Thank you to the rescue workers!;napaearthquake, 
503643299996241920;Sun Aug 24 20:41:34 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/MaQ4DjsRfQ |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643310557503488;Sun Aug 24 20:41:37 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/PpQsbSNxU1 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643328320385025;Sun Aug 24 20:41:41 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/UK16JfydXo |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643317704212480;Sun Aug 24 20:41:38 +0000 2014;RT @CBSEveningNews: Large earthquake rattles San Francisco Bay Area http://t.co/gC1VEObXSi (CBS 13/Peter Roney) http://t.co/hr4fRLpvZO;
503643320405725184;Sun Aug 24 20:41:39 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/aRs41933Zn |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643299329359872;Sun Aug 24 20:41:34 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/fYAzorTTh1 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643321823420416;Sun Aug 24 20:41:39 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/sH38Jg7Thm |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643325761851392;Sun Aug 24 20:41:40 +0000 2014;RT @TheFireTracker2: RT @mgafni: Historic downtown #Napa home shifts off foundation by many feet #napaquake http://t.co/VJRQsm15Lw/s/qsFi;Napa, napaquake, 
503643309190156288;Sun Aug 24 20:41:36 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/Ab6BiKeG9K |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643312063258625;Sun Aug 24 20:41:37 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/fkMcKzQuGx |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643306971398144;Sun Aug 24 20:41:36 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/L0T2wcaQs1 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643274926518272;Sun Aug 24 20:41:28 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503643305352372224;Sun Aug 24 20:41:35 +0000 2014;RT @AP: MORE: Napa officials say the 6.0 magnitude earthquake left up to 16 buildings uninhabitable: http://t.co/azwRNeURtH;
503643333470982144;Sun Aug 24 20:41:42 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/xtau9ywdyg |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643295218958338;Sun Aug 24 20:41:33 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/pibXhVlfvN |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643291167248384;Sun Aug 24 20:41:32 +0000 2014;RT @_MiamiNews_: #News #Miami Bay Area Quake Not Likely a Precursor: Expert: The chances that Sunday morning’s destructive magn... http://t…;News, Miami, 
503643318937739265;Sun Aug 24 20:41:39 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/NHxwjfwIZj |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643276499353600;Sun Aug 24 20:41:29 +0000 2014;RT @mrsfadeji: . @rmjohnson45 can u connect me w/ anyone who needs help cleaning schools/classrooms up? I'd like to bring a team tomorrow. …;
503643331281555456;Sun Aug 24 20:41:42 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/bYSFFHjH21 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643291859292161;Sun Aug 24 20:41:32 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/okhMxk4jb0 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643284174929920;Sun Aug 24 20:41:30 +0000 2014;Very sad for these wineries: California Winemakers Cleaning up After Quake - ABC News http://t.co/uyUYim7hoW;
503643335857569792;Sun Aug 24 20:41:43 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/rI4vnRiazw |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643278697189378;Sun Aug 24 20:41:29 +0000 2014;RT @nbcbayarea: #BREAKING All Napa Valley Unified School District schools will be closed tomorrow. http://t.co/ppkRaYb6Xs #napaquake;BREAKING, napaquake, 
503643292505210880;Sun Aug 24 20:41:32 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/1eiKnIEB3j |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643296577880064;Sun Aug 24 20:41:33 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/v2qXds6gF4 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643326789062657;Sun Aug 24 20:41:41 +0000 2014;State of Emergency After Northern California Shaken by Biggest Earthquake in 25 Years - ABC News http://t.co/ibmnYHOQhL via @ABC;
503643279083061248;Sun Aug 24 20:41:29 +0000 2014;there was an earthquake in napa what;
503643262541111296;Sun Aug 24 20:41:25 +0000 2014;RT @insidescoopsf: Currently open in downtown Napa: @velopizzeria, @burgerfi + @DTJoeNapa. @MorimotoNapa promising dinner. #napaquake: http…;napaquake, 
503643334280482816;Sun Aug 24 20:41:42 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/TRkbMevgZy |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643319713673217;Sun Aug 24 20:41:39 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/C1URr8gxo5 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643300877058049;Sun Aug 24 20:41:34 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/LrDUUUxO3g |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643275266228224;Sun Aug 24 20:41:28 +0000 2014;RT @abc7newsBayArea: Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake;quake, SouthNapaQuake, 
503643311337639936;Sun Aug 24 20:41:37 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/Ss0IzT1OOV |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643291150458880;Sun Aug 24 20:41:32 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/S44gtfUrnv |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643324017020928;Sun Aug 24 20:41:40 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/EeMWDpDB32 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643330543357952;Sun Aug 24 20:41:41 +0000 2014;Earthquake Hits North California http://t.co/PPconxS6Fi;
503643294573006849;Sun Aug 24 20:41:33 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/ZRopwMGD8A |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643291758260224;Sun Aug 24 20:41:32 +0000 2014;RT @pennpanthers: Any schools or teachers that need help cleaning up in Napa tomorrow? We would be happy to assemble a team of helpers! #na…;
503643301535551490;Sun Aug 24 20:41:34 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/KskrtvAJtx |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643309903183873;Sun Aug 24 20:41:36 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/Xw2TcFRJdK |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643287954001920;Sun Aug 24 20:41:31 +0000 2014;#whenlifegivesyoulemons "@nbcbayarea: Napa: Skaters find upside to quake damage. Video: http://t.co/ZtesPIaxd9;whenlifegivesyoulemons, 
503643342585233408;Sun Aug 24 20:41:44 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/juWy9ujELN |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643450034491392;Sun Aug 24 20:42:10 +0000 2014;NBC Chicago: Napa Valley winery loses hundreds of bottles following Sunday's #earthquake --&gt;... http://t.co/lYy9GAkyEq;earthquake, 
503643359668604928;Sun Aug 24 20:41:48 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/tQIsWISCIl |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643469228019712;Sun Aug 24 20:42:14 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/oYSwBa6Amb |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643453633613825;Sun Aug 24 20:42:11 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/W5IckRM3KF |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643451465162752;Sun Aug 24 20:42:10 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/p2x1d9BWjh |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643466531102720;Sun Aug 24 20:42:14 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/MqVhKr8ukv |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643460726173696;Sun Aug 24 20:42:12 +0000 2014;RT @FakeJimb0Wales: Wow, big 6.0 quake in Napa! This is why I recommended moving the #WMF to San Francisco and then moved myself to London …;WMF, 
503643340228014081;Sun Aug 24 20:41:44 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/gXHCjw8lqT |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643470628937728;Sun Aug 24 20:42:15 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/GxyOe5j2z0 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643450680803328;Sun Aug 24 20:42:10 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/xr5hZvvRPi |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643365850628097;Sun Aug 24 20:41:50 +0000 2014;RT @abc7newsBayArea: Napa County officials are using a drone to assess damage at the top of buildings. #quake // I approve!;quake, 
503643455734956032;Sun Aug 24 20:42:11 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/kvMfWUlxzS |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643458033438720;Sun Aug 24 20:42:12 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/buc5SKk1ad |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643349119549440;Sun Aug 24 20:41:46 +0000 2014;RT @dudleystorey: The essence of being human: skaters explore upside to Napa quake damage. cc @GreatDismal http://t.co/LzekB7RBYr;
503643471304216577;Sun Aug 24 20:42:15 +0000 2014;Man that earthquake that hit Napa 😢 so much good wine was wasted;
503643467869085696;Sun Aug 24 20:42:14 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/6c5MWoO0QO |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643458708717568;Sun Aug 24 20:42:12 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/pQVtlkyDqy |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643360381652992;Sun Aug 24 20:41:49 +0000 2014;Quake rocks California wine country, dozens injured http://t.co/rmbU9VpVK7;
503643346938523649;Sun Aug 24 20:41:45 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/yo1IDxXFfB |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643349224804353;Sun Aug 24 20:41:46 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/SswB9zKTP6 |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643363632226304;Sun Aug 24 20:41:49 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/ZCShHgNb5S |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643366446608384;Sun Aug 24 20:41:50 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/X9j9QE485a |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643345496047616;Sun Aug 24 20:41:45 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/NKrmzVG8zZ |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643452140453889;Sun Aug 24 20:42:10 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/W9sE03DbJB |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643356715835392;Sun Aug 24 20:41:48 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/8ltiouYzJT |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643341905752064;Sun Aug 24 20:41:44 +0000 2014;Breaking news: A magnitude 6.0 earthquake hit Northern California near Napa Valley Sunday, injuring 89 -3 injuring 89.;
503643355310743552;Sun Aug 24 20:41:47 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/qPMJDDNqAl |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643449988751361;Sun Aug 24 20:42:10 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/q86Obxx83W |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643456489943040;Sun Aug 24 20:42:11 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/DqpfIdbePH |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
503643460101230594;Sun Aug 24 20:42:12 +0000 2014;Real time coverage of #Napa California #earthquake at http://napa http://t.co/yRYy6pwZVl |  @allaboutnapa #napaquake;Napa, earthquake, napaquake, 
